Vibration_X_RMS,Vibration_X_Peak,Vibration_Y_RMS,Vibration_Y_Peak,Vibration_Z_RMS,Vibration_Z_Peak,Acoustic_Emission_RMS,Penetration_Rate_Avg,Rotation_Speed_Avg,Feed_Pressure_Avg,Hydraulic_Pressure_Avg,Hydraulic_Return_Pressure_Avg,Hydraulic_Oil_Temp_Avg,Flow_Rate_Avg,Differential_Pressure_Filter_Avg,Oil_Particle_Count_Avg,Oil_Moisture_Avg,Oil_Viscosity_Avg,Tank_Level_End,Drive_Motor_Current_Avg,Motor_Winding_Temp_Avg,drill_bit_health,striker_bar_health,drill_rod_health,coupling_sleeve_health,hydraulic_seal_health,hydraulic_hose_health,filter_health,rul_hours,failure_type,rock_hardness,drill_hours_since_overhaul,hour_in_session,session_id,ambient_temp_C
2.36,5.73,2.59,6.59,2.38,5.28,1.13,1.19,49.4,69.4,183.1,10.86,55.8,95.3,1.21,192,182,44.5,88.1,55.3,68.2,0,0,0,0,0,0,0,517.4,none,1,384,384,0,28.8
2.33,5.35,2.67,6.5,2.31,5.12,1.15,1.18,46.9,64.2,176.3,11.92,54.7,94.4,1.22,183,168,45.4,88.1,56.0,70.9,0,0,0,0,0,0,0,516.4,none,1,385,385,0,28.7
2.45,5.56,2.82,6.67,2.45,5.25,1.19,1.18,48.3,66.7,192.7,11.05,55.0,92.2,1.19,201,173,44.7,88.0,57.3,68.6,0,0,0,0,0,0,0,515.4,none,1,386,386,0,28.6
2.41,5.39,2.66,6.32,2.54,5.15,1.16,1.16,46.4,68.3,185.3,10.94,57.1,92.5,1.15,199,182,45.7,88.0,56.3,68.1,0,0,0,0,0,0,0,514.4,none,1,387,387,0,28.4
2.47,5.66,2.79,6.53,2.31,4.92,1.14,1.21,48.3,65.7,183.5,10.45,56.9,94.8,1.18,194,180,44.3,88.0,56.2,68.0,0,0,0,0,0,0,0,513.4,none,1,388,388,0,28.7
2.59,6.1,2.65,6.58,2.49,5.12,1.11,1.15,46.0,67.5,182.7,11.38,57.0,93.8,1.2,201,173,44.4,88.0,57.7,70.8,0,0,0,0,0,0,0,512.4,none,1,389,389,0,28.6
2.57,5.89,2.65,6.64,2.46,5.1,1.13,1.17,48.9,65.6,178.9,12.41,56.2,95.7,1.27,193,186,44.3,88.0,54.4,67.5,0,0,0,0,0,0,0,511.4,none,1,390,390,0,28.6
2.54,5.44,2.81,6.75,2.42,4.96,1.21,1.19,45.1,68.4,169.1,12.11,56.1,92.4,1.14,182,192,44.5,87.9,55.5,71.5,0,0,0,0,0,0,0,510.4,none,1,391,391,0,28.3
2.48,5.46,2.79,6.54,2.34,5.23,1.16,1.18,50.0,68.6,184.6,10.68,55.3,94.2,1.23,191,188,45.5,87.9,55.6,68.9,0,0,0,0,0,0,0,509.4,none,1,392,392,0,28.5
2.39,5.54,2.71,6.79,2.56,5.21,1.19,1.12,48.1,67.1,180.4,10.56,57.1,88.8,1.26,194,171,44.4,87.9,57.7,67.4,0,0,0,0,0,0,0,508.4,none,1,393,393,0,28.3
2.46,5.61,2.69,6.94,2.42,5.03,1.15,1.15,48.4,70.6,191.2,11.59,56.8,94.0,1.21,183,175,44.9,87.9,56.6,68.3,0,0,0,0,0,0,0,507.4,none,1,394,394,0,28.3
2.44,5.68,2.86,7.17,2.43,5.0,1.15,1.18,46.1,62.8,167.7,11.61,53.4,94.4,1.26,200,184,45.4,87.8,55.7,67.8,0,0,0,0,0,0,0,506.4,none,1,395,395,0,28.4
2.63,5.66,2.84,7.05,2.32,5.07,1.23,1.2,47.1,64.6,185.3,11.95,56.3,94.9,1.25,196,199,45.3,87.8,54.8,68.9,0,0,0,0,0,0,0,505.4,none,1,396,396,0,28.5
2.53,5.74,2.98,6.75,2.47,5.01,1.18,1.17,47.9,65.0,190.0,12.56,54.8,92.6,1.18,204,182,43.6,87.8,58.2,71.2,0,0,0,0,0,0,0,504.4,none,1,397,397,0,28.8
2.52,5.71,2.7,6.65,2.53,5.1,1.18,1.17,48.1,68.5,175.8,12.05,57.9,95.3,1.32,200,193,44.3,87.7,56.5,71.1,0,0,0,0,0,0,0,503.4,none,1,398,398,0,28.8
2.64,5.81,2.85,7.38,2.29,5.46,1.19,1.15,47.2,68.1,169.8,10.91,58.8,90.7,1.29,198,194,43.9,87.7,52.5,69.7,0,0,0,0,0,0,0,502.4,none,1,399,399,0,28.9
2.48,5.82,2.77,6.76,2.47,5.06,1.21,1.19,48.3,66.5,180.5,10.55,58.5,96.8,1.35,201,184,44.4,87.7,54.9,71.1,0,0,0,0,0,0,0,501.4,none,1,400,400,0,28.7
2.45,5.97,2.81,6.59,2.46,5.4,1.32,1.18,48.5,68.6,182.9,11.06,55.8,90.8,1.24,191,172,44.4,87.6,56.3,67.2,0,0,0,0,0,0,0,500.4,none,1,401,401,0,28.7
2.51,5.89,2.96,7.01,2.44,5.52,1.23,1.17,48.2,68.8,184.5,12.45,58.9,92.1,1.37,217,174,45.0,87.6,58.7,68.8,0,0,0,0,0,0,0,499.4,none,1,402,402,0,28.4
2.55,6.09,2.8,6.89,2.49,5.72,1.26,1.21,49.6,63.3,189.5,10.7,60.1,92.1,1.26,199,191,45.7,87.6,55.2,69.0,0,0,0,0,0,0,0,498.4,none,1,403,403,0,28.4
2.62,5.87,2.76,7.18,2.47,5.25,1.23,1.2,47.8,63.4,180.2,11.01,57.9,94.8,1.24,200,191,43.7,87.6,52.2,69.8,0,0,0,0,0,0,0,497.4,none,1,404,404,0,28.3
2.51,5.87,2.81,6.72,2.39,5.71,1.22,1.17,46.3,70.1,176.5,10.84,55.2,97.1,1.31,196,172,45.5,87.6,58.1,69.5,0,0,0,0,0,0,0,496.4,none,1,405,405,0,28.6
2.64,5.7,2.9,6.87,2.52,5.42,1.28,1.18,49.4,65.4,176.1,10.43,56.4,94.4,1.31,213,181,43.7,87.5,54.3,71.6,0,0,0,0,0,0,0,495.4,none,1,406,406,0,28.3
2.52,5.88,3.07,7.15,2.53,5.31,1.26,1.19,48.0,65.5,178.7,10.76,54.6,94.6,1.37,210,177,44.5,87.5,58.0,69.6,0,0,0,0,0,0,0,494.4,none,1,407,407,0,28.3
2.61,5.91,2.93,7.3,2.57,5.49,1.24,1.18,47.5,67.2,177.4,10.54,58.5,94.9,1.3,206,167,44.4,87.5,53.5,68.0,0,0,0,0,0,0,0,493.4,none,1,408,408,0,28.2
2.56,6.02,2.81,7.15,2.58,5.39,1.2,1.2,46.0,70.0,171.3,11.8,55.1,93.7,1.26,214,196,45.3,87.4,58.0,71.2,0,0,0,0,0,0,0,492.4,none,1,409,409,0,28.5
2.63,6.04,2.99,7.05,2.53,5.21,1.22,1.17,49.2,69.9,180.5,11.91,55.8,93.1,1.32,203,164,43.9,87.4,55.4,66.4,0,0,0,0,0,0,0,491.4,none,1,410,410,0,28.7
2.55,5.85,2.99,7.03,2.49,5.17,1.23,1.23,47.5,66.6,170.8,11.48,56.1,92.8,1.36,205,188,45.3,87.4,52.3,71.1,0,0,0,0,0,0,0,490.4,none,1,411,411,0,28.5
2.56,6.03,2.84,7.03,2.48,5.28,1.21,1.15,44.9,66.8,173.3,12.34,54.2,93.6,1.33,201,182,44.6,87.3,57.6,70.0,0,0,0,0,0,0,0,489.4,none,1,412,412,0,28.6
2.5,5.81,2.93,7.26,2.57,5.54,1.18,1.16,46.7,69.0,179.6,11.83,56.3,94.2,1.3,212,186,43.5,87.3,55.7,68.4,0,0,0,0,0,0,0,488.4,none,1,413,413,0,28.6
2.56,5.87,2.88,7.27,2.62,5.44,1.28,1.16,48.1,69.9,173.3,11.75,58.9,93.5,1.24,202,191,45.1,87.2,56.7,67.9,0,0,0,0,0,0,0,487.4,none,1,414,414,0,28.9
2.66,6.04,2.84,7.02,2.64,5.28,1.31,1.19,47.7,65.4,183.8,11.9,57.0,91.6,1.37,220,191,45.2,87.2,54.6,69.0,0,0,0,0,0,0,0,486.4,none,1,415,415,0,28.8
2.59,6.08,2.82,6.99,2.63,5.74,1.26,1.15,46.1,67.7,179.5,10.96,55.2,95.2,1.38,206,177,44.7,87.2,54.1,68.2,0,0,0,0,0,0,0,485.4,none,1,416,416,0,28.7
2.76,5.96,2.91,7.28,2.54,5.28,1.24,1.22,46.1,69.2,163.8,11.71,58.1,93.2,1.29,196,188,45.2,87.1,58.6,67.9,0,0,0,0,0,0,0,484.4,none,1,417,417,0,28.6
2.57,6.33,2.84,7.19,2.6,5.55,1.22,1.14,47.0,67.3,177.3,12.27,56.3,93.6,1.32,208,190,43.7,87.1,54.2,65.8,0,0,0,0,0,0,0,483.4,none,1,418,418,0,28.3
2.6,5.95,2.88,7.64,2.65,5.75,1.32,1.17,47.1,66.6,182.7,11.51,58.0,97.3,1.31,192,199,44.9,87.0,57.5,70.3,0,0,0,0,0,0,0,482.4,none,1,419,419,0,28.5
2.49,6.05,2.9,7.68,2.53,5.44,1.28,1.19,48.8,68.3,187.7,11.96,55.9,95.0,1.42,216,193,44.8,87.0,58.6,70.5,0,0,0,0,0,0,0,481.4,none,1,420,420,0,28.5
2.51,6.23,3.04,7.79,2.52,5.48,1.27,1.16,48.7,67.9,192.4,11.08,56.3,93.7,1.4,211,186,45.3,87.0,56.1,68.3,0,0,0,0,0,0,0,480.4,none,1,421,421,0,28.6
2.62,5.94,3.02,7.27,2.6,5.69,1.27,1.17,47.4,69.4,170.0,11.07,55.1,94.6,1.46,219,183,43.6,86.9,55.0,68.1,0,0,0,0,0,0,0,479.4,none,1,422,422,0,28.7
2.73,6.09,3.05,7.6,2.48,5.16,1.3,1.18,47.3,62.9,183.0,12.25,58.0,94.1,1.41,198,197,43.1,86.9,52.9,70.9,0,0,0,0,0,0,0,478.4,none,1,423,423,0,28.8
2.65,6.13,3.3,7.66,2.58,5.74,1.32,1.18,47.5,66.4,176.3,12.39,60.4,90.3,1.4,201,188,44.2,86.9,57.6,69.0,0,0,0,0,0,0,0,477.4,none,1,424,424,0,28.5
2.68,6.19,3.01,7.37,2.55,5.53,1.24,1.19,49.3,68.1,187.4,12.82,58.6,90.1,1.31,216,198,45.0,86.8,57.4,68.3,0,0,0,0,0,0,0,476.4,none,1,425,425,0,28.6
2.65,6.08,3.05,7.79,2.54,5.67,1.31,1.17,46.7,63.5,180.0,11.37,58.9,94.3,1.36,213,196,44.8,86.8,53.5,71.6,0,0,0,0,0,0,0,475.4,none,1,426,426,0,28.5
2.7,5.9,3.07,7.66,2.7,5.49,1.26,1.16,49.2,65.1,183.9,10.67,57.8,94.7,1.37,214,203,43.8,86.8,53.8,68.6,0,0,0,0,0,0,0,474.4,none,1,427,427,0,28.3
2.66,6.36,3.01,7.53,2.59,5.55,1.25,1.18,45.9,69.4,183.8,10.78,58.6,91.7,1.32,229,198,45.7,86.7,55.7,69.5,0,0,0,0,0,0,0,473.4,none,1,428,428,0,28.3
2.6,6.44,3.1,7.52,2.56,5.95,1.32,1.16,49.2,64.7,181.0,10.66,57.2,94.2,1.46,212,191,44.3,86.7,57.6,72.7,0,0,0,0,0,0,0,472.4,none,1,429,429,0,28.0
2.54,6.07,3.16,7.89,2.63,5.67,1.26,1.17,47.4,66.8,179.2,11.24,60.8,92.3,1.37,233,191,43.7,86.7,56.0,69.5,0,0,0,0,0,0,0,471.4,none,1,430,430,0,28.2
2.83,6.29,3.13,7.47,2.68,5.91,1.39,1.15,46.9,62.0,177.5,11.79,58.2,94.0,1.41,216,194,44.3,86.7,57.3,69.4,0,0,0,0,0,0,0,470.4,none,1,431,431,0,28.0
2.7,6.63,2.95,7.68,2.5,5.56,1.29,1.13,45.6,68.5,176.9,10.63,55.8,92.8,1.41,224,199,45.0,86.6,55.3,67.6,0,0,0,0,0,0,0,469.4,none,1,432,432,0,27.9
2.86,6.07,3.19,8.06,2.7,5.62,1.28,1.16,49.7,65.6,177.3,12.14,56.1,89.6,1.39,209,186,44.2,86.6,54.3,67.0,0,0,0,0,0,0,0,468.4,none,1,433,433,0,28.1
2.76,6.11,3.06,7.59,2.59,5.58,1.36,1.12,47.6,65.0,186.7,12.96,58.3,89.4,1.35,212,193,44.2,86.5,57.6,66.9,0,0,0,0,0,0,0,467.4,none,1,434,434,0,28.0
2.66,6.34,3.3,8.29,2.69,5.56,1.31,1.15,48.6,65.0,173.1,12.71,57.2,92.1,1.49,215,177,45.0,86.5,54.0,66.3,0,0,0,0,0,0,0,466.4,none,1,435,435,0,27.8
2.62,6.3,2.99,8.02,2.37,5.41,1.36,1.15,46.1,66.5,176.6,11.79,60.1,96.1,1.52,220,197,45.0,86.5,52.8,69.6,0,0,0,0,0,0,0,465.4,none,1,436,436,0,28.0
2.71,6.45,3.08,7.81,2.54,5.47,1.29,1.19,47.3,63.5,178.1,12.37,55.9,93.4,1.4,216,191,45.3,86.4,58.5,72.0,0,0,0,0,0,0,0,464.4,none,1,437,437,0,27.7
2.5,6.63,3.12,8.07,2.73,5.72,1.32,1.16,47.4,68.6,181.7,12.33,56.5,94.2,1.59,198,195,45.9,86.4,57.5,67.5,0,0,0,0,0,0,0,463.4,none,1,438,438,0,27.9
2.75,6.13,3.25,7.89,2.77,5.67,1.3,1.16,48.5,64.9,174.0,11.08,57.1,91.1,1.42,206,190,43.5,86.4,55.7,66.2,0,0,0,0,0,0,0,462.4,none,1,439,439,0,27.7
2.72,6.65,3.02,8.29,2.69,5.84,1.32,1.18,45.5,68.8,181.1,12.78,56.8,90.7,1.47,209,181,44.0,86.3,55.5,68.3,0,0,0,0,0,0,0,461.4,none,1,440,440,0,27.5
2.79,5.85,3.19,8.63,2.67,5.74,1.37,1.18,47.2,69.8,183.4,12.36,57.7,91.7,1.44,222,183,46.6,86.3,54.5,69.4,0,0,0,0,0,0,0,460.4,none,1,441,441,0,27.3
2.87,6.48,3.17,8.62,2.73,5.6,1.3,1.17,46.7,69.9,185.7,11.8,56.8,92.5,1.5,209,186,45.0,86.3,56.4,70.1,0,0,0,0,0,0,0,459.4,none,1,442,442,0,27.1
2.76,6.32,3.19,8.24,2.59,5.62,1.29,1.21,49.8,69.7,170.2,12.61,58.2,93.1,1.47,230,176,45.0,86.2,52.5,69.4,0,0,0,0,0,0,0,458.4,none,1,443,443,0,27.2
2.59,6.04,3.42,8.18,2.63,5.79,1.25,1.13,45.6,67.1,175.9,11.27,57.4,93.1,1.54,212,198,44.1,86.2,56.4,69.3,0,0,0,0,0,0,0,457.4,none,1,444,444,0,27.0
2.64,6.66,3.2,7.7,2.58,5.78,1.31,1.2,49.1,73.9,185.6,12.52,58.3,93.5,1.43,212,182,44.9,86.2,58.5,65.4,0,0,0,0,0,0,1,456.4,none,1,445,445,0,26.7
2.83,6.53,3.07,8.12,2.66,5.63,1.42,1.15,46.2,69.1,184.4,12.42,57.2,95.1,1.46,208,199,45.2,86.2,56.2,72.5,0,0,0,0,0,0,1,455.4,none,1,446,446,0,26.8
2.8,6.75,3.51,8.22,2.63,6.04,1.37,1.15,48.7,67.7,183.2,12.37,58.4,93.6,1.49,207,186,45.1,86.1,56.5,68.3,0,0,0,0,0,0,1,454.4,none,1,447,447,0,26.7
2.74,6.37,3.17,8.09,2.69,5.77,1.32,1.14,48.3,64.2,177.4,13.88,57.8,93.4,1.55,216,188,45.5,86.1,55.1,71.9,0,0,0,0,0,0,1,453.4,none,1,448,448,0,26.6
2.76,6.46,3.28,8.76,2.84,5.47,1.26,1.15,49.5,66.5,184.7,13.37,57.4,92.3,1.42,223,199,45.9,86.0,55.3,70.1,0,0,0,0,0,0,1,452.4,none,1,449,449,0,26.4
2.83,6.64,3.29,8.48,2.72,5.88,1.32,1.16,47.7,66.2,193.1,11.87,56.6,89.5,1.53,214,195,44.1,86.0,52.2,66.7,0,0,0,0,0,0,1,451.4,none,1,450,450,0,26.1
2.82,6.3,3.22,8.32,2.66,6.06,1.41,1.16,47.0,65.2,188.1,12.91,59.9,91.7,1.49,201,200,44.6,86.0,56.6,69.9,0,0,0,0,0,0,1,450.4,none,1,451,451,0,26.3
2.89,6.41,3.22,7.88,2.92,5.72,1.42,1.16,46.9,70.9,185.5,12.47,55.9,94.7,1.6,224,183,45.4,85.9,56.3,69.8,0,0,0,0,0,0,1,449.4,none,1,452,452,0,26.3
2.53,6.78,3.23,8.17,2.65,5.81,1.34,1.18,48.0,69.2,187.4,12.81,55.9,94.0,1.51,223,190,44.8,85.9,55.7,65.8,0,0,0,0,0,0,1,448.4,none,1,453,453,0,26.4
2.83,6.49,3.03,8.41,2.78,6.07,1.38,1.17,49.4,65.4,178.8,13.43,58.4,92.8,1.5,209,199,45.0,85.9,56.9,69.5,0,0,0,0,0,0,1,447.4,none,1,454,454,0,26.4
2.9,6.85,3.27,8.26,2.73,5.89,1.34,1.17,47.2,66.4,189.4,13.03,57.6,91.1,1.39,213,206,45.1,85.8,56.1,72.3,0,0,0,0,0,0,1,446.4,none,1,455,455,0,26.6
2.91,6.8,3.19,8.05,2.67,5.94,1.38,1.19,47.9,69.3,191.5,13.63,54.3,92.3,1.56,222,205,45.4,85.8,59.5,68.3,0,0,0,0,0,0,1,445.4,none,1,456,456,0,26.6
2.69,7.1,3.39,8.33,2.74,5.88,1.44,1.17,46.0,63.7,180.6,11.55,54.1,92.6,1.59,212,207,43.9,85.7,55.8,70.0,0,0,0,0,0,0,1,444.4,none,1,457,457,0,26.3
2.85,6.67,3.22,8.28,2.93,5.75,1.41,1.18,46.2,67.9,183.7,12.0,58.3,92.8,1.55,236,194,43.6,85.7,55.7,67.3,0,0,0,0,0,0,1,443.4,none,1,458,458,0,26.3
2.71,6.9,3.21,8.71,2.76,6.27,1.4,1.18,46.1,68.9,181.4,12.56,57.2,91.3,1.67,222,196,44.6,85.7,59.0,70.1,0,0,0,0,0,0,1,442.4,none,1,459,459,0,26.6
3.04,6.88,3.42,8.49,2.85,6.07,1.4,1.16,46.0,68.9,184.5,14.01,58.5,92.0,1.48,224,177,43.9,85.6,58.7,69.8,0,0,0,0,0,0,1,441.4,none,1,460,460,0,26.3
3.03,6.79,3.33,8.51,2.86,5.83,1.44,1.15,47.4,67.2,188.0,11.55,57.9,91.3,1.54,232,212,42.7,85.6,58.7,69.5,0,0,0,0,0,0,1,440.4,none,1,461,461,0,26.5
2.93,6.87,3.36,8.3,2.63,5.71,1.37,1.12,49.6,69.8,179.3,14.06,57.4,93.5,1.51,219,202,44.0,85.6,54.8,69.6,0,0,0,0,0,0,1,439.4,none,1,462,462,0,26.7
2.91,7.06,3.28,9.07,2.86,5.89,1.4,1.16,46.3,66.3,176.6,13.91,57.2,90.7,1.6,227,211,43.6,85.5,56.6,69.8,0,0,0,0,0,0,1,438.4,none,1,463,463,0,26.7
2.78,6.28,3.4,8.7,2.68,6.17,1.42,1.11,47.3,67.0,185.3,13.84,60.6,92.2,1.62,225,193,45.0,85.5,56.7,70.5,0,0,0,0,0,0,1,437.4,none,1,464,464,0,26.7
3.0,6.62,3.46,8.83,2.62,5.71,1.38,1.15,47.9,68.6,184.2,12.77,57.6,92.5,1.56,214,208,44.1,85.5,54.0,73.0,0,0,0,0,0,0,1,436.4,none,1,465,465,0,27.0
2.9,7.28,3.24,9.04,2.77,6.09,1.41,1.13,46.7,70.3,181.2,14.5,59.2,89.7,1.65,241,199,45.2,85.4,56.2,67.8,0,0,0,0,0,0,1,435.4,none,1,466,466,0,26.7
2.96,6.91,3.45,8.9,2.84,6.21,1.39,1.15,44.9,65.5,187.6,11.81,55.1,93.5,1.62,240,181,45.3,85.4,55.6,67.0,0,0,0,0,0,0,1,434.4,none,1,467,467,0,26.7
2.8,7.29,3.52,8.57,2.82,6.09,1.42,1.13,49.5,67.7,183.7,13.54,60.7,93.7,1.64,227,199,43.9,85.3,56.3,69.3,0,0,0,0,0,0,1,433.4,none,1,468,468,0,26.7
2.89,6.83,3.23,8.34,2.75,6.4,1.48,1.19,48.5,70.4,175.3,14.29,58.3,89.9,1.6,233,213,43.4,85.3,54.9,70.1,0,0,0,0,0,0,1,432.4,none,1,469,469,0,26.8
2.92,7.3,3.37,8.57,2.82,6.12,1.4,1.12,47.4,67.3,176.4,14.62,59.1,93.7,1.49,217,206,46.6,85.3,57.6,69.8,0,0,0,0,0,0,1,431.4,none,1,470,470,0,26.8
3.2,7.4,3.71,9.32,3.2,6.55,1.78,1.0,47.5,72.7,173.2,12.37,56.5,91.1,1.55,221,204,43.7,85.2,62.6,72.2,0,0,0,0,0,0,1,430.4,none,3,471,471,0,27.0
3.13,7.38,3.69,9.36,3.06,6.39,1.82,0.98,46.9,71.1,179.3,13.88,59.2,92.7,1.48,228,210,44.5,85.2,60.4,69.3,0,0,0,0,0,0,1,429.4,none,3,472,472,0,26.8
3.23,7.25,3.7,9.38,2.81,6.81,1.81,0.98,45.7,74.5,181.7,14.17,58.8,92.9,1.61,227,196,43.5,85.2,57.7,69.7,0,0,0,0,0,0,1,428.4,none,3,473,473,0,26.5
3.08,6.97,3.71,9.33,3.11,7.2,1.69,1.01,49.8,71.8,176.5,13.93,57.7,90.6,1.64,221,199,44.3,85.2,59.8,73.0,0,0,0,0,0,0,1,427.4,none,3,474,474,0,26.6
3.07,7.65,3.58,9.54,3.06,6.7,1.78,0.98,48.4,74.6,178.8,13.54,58.4,94.0,1.62,228,197,43.5,85.1,58.3,69.9,0,0,0,0,0,0,1,426.4,none,3,475,475,0,26.3
3.15,7.51,3.54,9.15,2.94,6.73,1.74,1.01,46.3,72.2,179.5,13.11,60.3,89.8,1.63,237,199,42.9,85.1,57.3,69.9,0,0,0,0,0,0,1,425.4,none,3,476,476,0,26.2
3.06,7.66,3.65,9.39,3.14,6.61,1.8,1.01,47.4,70.7,181.1,13.4,58.9,92.4,1.64,213,186,43.8,85.0,60.2,72.2,0,0,0,0,0,0,1,424.4,none,3,477,477,0,26.3
3.18,7.45,3.53,9.76,3.08,7.01,1.79,0.96,45.7,76.8,184.1,12.51,58.6,90.4,1.68,233,190,44.8,85.0,57.1,68.0,0,0,0,0,0,0,1,423.4,none,3,478,478,0,26.3
3.19,7.52,3.77,9.97,3.09,6.63,1.68,0.97,48.9,70.2,180.0,13.96,57.5,88.4,1.62,226,188,44.6,84.9,59.0,71.4,0,0,0,0,0,0,1,422.4,none,3,479,479,0,26.2
3.17,7.62,3.76,9.85,2.96,7.08,1.8,0.97,46.1,70.8,170.5,12.81,57.0,87.2,1.54,234,184,43.1,84.9,59.7,68.0,0,0,0,0,0,0,1,421.4,none,3,480,480,0,26.5
3.26,7.82,3.68,9.84,2.94,6.67,1.77,0.98,47.7,65.7,179.4,12.45,56.8,91.4,1.71,236,224,43.0,84.9,58.3,70.2,0,0,0,0,0,0,1,420.4,none,3,481,481,0,26.5
3.3,7.66,3.71,10.07,3.06,6.9,1.75,0.99,47.2,73.7,183.1,13.32,58.3,89.0,1.66,243,180,43.3,84.8,57.0,69.7,0,0,0,0,0,0,1,419.4,none,3,482,482,0,26.5
3.13,7.48,3.68,10.11,3.02,6.58,1.67,1.03,46.2,71.5,171.6,12.66,58.6,91.8,1.66,233,200,46.4,84.8,57.0,70.0,0,0,0,0,0,0,1,418.4,none,3,483,483,0,26.5
3.41,7.81,3.67,9.78,2.91,7.02,1.79,1.03,47.8,71.4,177.7,12.61,56.8,88.7,1.6,245,189,44.5,84.7,57.7,68.9,0,0,0,0,0,0,1,417.4,none,3,484,484,0,26.3
3.16,7.4,3.68,9.98,3.12,6.93,1.74,0.98,48.5,72.1,184.1,13.03,58.9,94.7,1.65,228,202,44.2,84.7,60.1,72.4,0,0,0,0,0,0,1,416.4,none,3,485,485,0,26.4
3.26,7.7,3.72,9.88,3.1,7.03,1.8,1.01,46.3,72.0,182.3,13.62,57.9,93.2,1.75,245,188,44.3,84.7,58.2,70.0,0,0,0,0,0,0,1,415.4,none,3,486,486,0,26.6
3.16,8.0,3.86,9.4,3.11,6.58,1.77,1.01,45.5,71.1,191.0,12.14,59.6,87.3,1.66,243,194,42.9,84.6,57.7,68.0,0,0,0,0,0,0,1,414.4,none,3,487,487,0,26.7
3.21,7.31,3.72,9.72,3.12,7.15,1.77,0.99,47.7,69.9,182.5,13.99,59.8,90.4,1.7,228,203,43.8,84.6,60.9,71.8,0,0,0,0,0,0,1,413.4,none,3,488,488,0,26.9
3.11,8.12,3.89,10.3,3.12,6.89,1.78,1.02,48.8,71.0,188.4,12.86,59.3,92.8,1.78,241,198,44.0,84.5,59.5,69.5,0,0,0,0,0,0,1,412.4,none,3,489,489,0,27.0
3.15,7.71,3.92,10.15,3.05,6.85,1.79,0.97,46.9,73.4,188.0,13.5,58.6,91.3,1.69,234,186,45.4,84.5,60.0,69.3,0,0,0,0,0,0,1,411.4,none,3,490,490,0,26.8
3.19,7.79,3.54,9.78,3.19,6.85,1.8,0.98,47.0,70.6,179.8,12.67,58.2,89.1,1.62,218,196,44.7,84.5,58.0,71.6,0,0,0,0,0,0,1,410.4,none,3,491,491,0,26.8
3.12,8.23,3.84,9.93,3.16,7.16,1.87,1.02,46.4,72.3,177.5,13.87,59.6,91.7,1.66,239,196,45.0,84.4,55.5,70.7,0,1,0,0,0,0,1,409.4,none,3,492,492,0,26.6
3.18,7.71,4.0,10.35,3.25,6.75,1.77,0.99,48.8,74.3,183.5,14.65,58.5,90.8,1.75,245,220,45.2,84.4,56.8,68.5,0,1,0,0,0,0,1,408.4,none,3,493,493,0,26.5
3.08,7.75,4.0,9.93,3.0,6.99,1.72,0.99,48.0,72.9,189.6,13.43,59.0,91.5,1.61,248,199,45.9,84.3,56.7,72.1,0,1,0,0,0,0,1,407.4,none,3,494,494,0,26.5
3.23,7.74,3.81,10.34,3.18,7.21,1.91,0.98,46.3,73.6,186.8,12.74,56.3,90.5,1.74,249,201,43.4,84.3,61.4,70.8,0,1,0,0,0,0,1,406.4,none,3,495,495,0,26.5
3.22,7.75,3.71,10.71,3.15,6.73,1.84,1.0,48.6,74.8,182.1,12.79,58.4,90.9,1.64,246,206,44.6,84.2,58.9,72.0,0,1,0,0,0,0,1,405.4,none,3,496,496,0,26.2
3.18,8.34,3.67,10.17,3.16,6.97,1.73,1.0,48.3,73.8,180.0,12.23,57.1,91.3,1.73,232,206,43.3,84.2,59.7,73.9,0,1,0,0,0,0,1,404.4,none,3,497,497,0,26.2
3.29,7.94,3.71,10.43,3.23,7.22,1.88,0.99,47.2,72.4,178.8,14.11,57.9,94.2,1.75,237,209,44.4,84.2,58.8,72.9,0,1,0,0,0,0,1,403.4,none,3,498,498,0,26.3
3.24,7.9,3.79,9.99,3.2,7.33,1.85,1.01,46.5,71.5,173.5,13.75,59.0,93.7,1.8,247,198,44.8,84.2,58.4,69.8,0,1,0,0,0,0,1,402.4,none,3,499,499,0,26.2
3.19,7.93,3.73,10.19,3.31,7.0,1.88,0.96,49.0,73.7,178.2,12.55,58.9,89.3,1.68,241,195,45.0,84.1,57.4,68.4,0,1,0,0,0,0,1,401.4,none,3,500,500,0,26.0
3.27,8.02,3.84,10.21,3.2,7.17,1.87,1.04,49.2,75.2,170.6,13.97,58.8,89.0,1.75,249,199,43.6,84.1,59.8,67.8,0,1,0,0,0,0,1,400.4,none,3,501,501,0,26.3
3.26,7.91,3.82,10.49,3.21,7.21,1.81,0.99,48.3,74.5,192.2,14.08,57.9,93.9,1.81,236,199,44.1,84.1,57.9,68.2,0,1,0,0,0,0,1,399.4,none,3,502,502,0,26.0
3.35,8.01,3.98,10.05,3.04,7.31,1.89,0.99,46.9,74.3,187.1,13.99,58.2,92.5,1.66,239,199,43.6,84.0,57.2,71.2,0,1,0,0,0,0,1,398.4,none,3,503,503,0,26.2
3.32,8.54,3.73,10.49,3.25,6.87,1.79,1.03,46.6,70.8,171.0,13.2,56.7,91.1,1.8,248,204,42.9,84.0,61.0,73.0,0,1,0,0,0,0,1,397.4,none,3,504,504,0,25.9
